Temp,Humidity,Spotted
47.98973623145471,98.51433513700894,1
50.10224010302734,98.42873114133246,1
48.40414682087716,102.34762778449516,0
52.005204501352154,100.16429408028435,1
51.85480018597492,97.58137646185784,0
52.754977694663886,103.81725300175275,1
50.219829121873985,97.47579996842603,1
52.930854730703174,97.39195732364396,1
50.66600039355532,103.54346464722971,1
50.237177537417175,100.01586447696408,1
49.23924811130475,100.67817583992537,0
52.5817200926021,102.35990948167074,1
47.47520904093144,91.57067125747895,1
52.875240009154915,96.0492817337534,0
47.61656460914009,100.10097746087129,1
46.36785408619497,104.93149249457962,0
48.61020855139172,100.82476034340465,1
48.32680243164209,95.60181493891791,1
53.8577357965221,102.13847860826051,1
52.16752136545816,96.55704629287096,0
49.43191834417713,98.89072731454056,1
48.719161569388035,98.24993042892336,0
43.88786427858063,102.13447199016835,0
53.42234271178141,96.75915479533793,0
58.400318939464874,101.21453177497676,1
51.370683189129345,100.07822136284103,1
53.75831245643244,104.45869487431395,1
50.11066521538163,99.61667803590515,0
53.40187710720803,101.38001489761362,0
50.99105809830888,99.96881677857537,1
50.69052326564534,98.8801629562102,0
52.446385569765454,104.14226519855376,1
43.4312153946006,95.60948065034725,1
53.87324887369939,97.7359576617303,0
48.248296317233645,98.00055850676674,1
42.63432872492706,92.52560265726784,1
47.9888141267099,101.6586013300441,0
52.19063818559577,100.51151242214002,1
51.63426559652239,99.71057649608461,0
50.71487841123356,101.49935408997536,1
53.25450462980831,103.40576442585474,1
46.68607069483875,97.38773225778195,1
53.247166798620405,101.57915495427414,1
48.45039232755468,101.261474107131,0
44.19588401188369,94.0781018399911,1
51.47451579268209,99.7977895613285,1
47.35568411108029,102.90240754178755,0
49.278200181285875,101.81330852891338,1
50.90752385314031,96.74043420709658,0
49.653757679556506,98.40620255018617,1
47.439737840596685,99.3484345368254,1
50.05038935280928,98.56108761241626,1
53.82278945915337,103.50872154438503,1
49.644956542136676,96.44418626409751,0
53.27731708741542,98.86832947557629,0
51.39290430692016,100.74949386036624,1
55.85291456831212,96.36456438469702,0
47.89774936093374,101.38915823222257,1
52.457664845203865,96.33102792559934,0
52.3598632104351,100.95905542323624,0
46.53418821462518,107.49975967517972,0
52.73741155689805,95.75381296571597,0
46.56009401259945,99.62717196096763,0
50.44469995187136,100.33211546651299,1
51.69008275833146,95.10006852808046,0
49.94640602788919,103.72265588507912,0
46.208324686041465,102.59859895858602,0
49.54949973816261,102.47728786540878,1
44.64372727340489,104.60802232127715,0
48.09771713842237,97.44349536419885,1
49.01220898845129,102.88619721107071,0
44.4858924928296,92.31499808483224,1
46.254489466050714,104.03543363410763,0
47.38803673222299,103.01644424654711,0
49.9843190843325,100.38227621724852,0
51.224903047350374,99.97699640356096,0
50.120954549708294,98.8279170618757,0
48.12487709765896,97.53697617240726,0
45.229341021840526,102.47897157697656,0
52.628838344801196,98.53914665723438,0
46.64087013070784,99.03641448507976,0
49.429277256707145,105.1613552185449,0
50.83205709711278,99.9499601633196,0
48.1948606251649,94.6408106076126,1
48.89505111014106,96.21158865157182,1
52.44704236774626,98.73650156196277,0
51.98862344584178,103.09051860857457,1
53.83614908849338,95.41984332627726,0
47.715824357900935,101.43107520947636,0
54.39612283676541,96.86795376280439,0
52.34382462226544,104.96699552911085,1
50.80705455981683,96.21927517415133,1
52.14905029075844,98.74349871952832,0
52.08160051740984,96.19490836322316,0
52.54438520154592,101.16684941072826,1
50.12008784878406,99.37920444066837,0
50.69662509238153,99.48683716274024,1
47.270392212107055,103.685147872838,0
51.18413965187203,100.81058003348471,1
53.751497736138695,96.21795520511273,0
45.6793571889523,98.78770328202697,1
48.5845464217816,98.88470641188538,1
48.0984140910888,97.67345905051339,1
48.83980425524649,97.5233071563504,1
47.305780178754176,97.79820792235124,1
48.95209010278552,98.84456333003148,1
45.672898406487235,95.86352127194914,1
46.25076577468561,103.86028455669413,0
51.88510511308358,102.23776648301306,0
52.412269505197685,99.38732206649388,0
54.657603621046675,99.76801925973915,0
52.58287787148412,99.06933956856962,0
51.199304107216626,102.57461298021455,1
50.670408660840415,98.15248026390121,0
54.24551481496658,96.98093186999044,0
46.937398399552166,101.69056276779183,0
50.23542467971225,99.93685771115531,0
48.05663044808121,103.01105174083105,0
50.156492741393926,102.1838833417234,0
44.84211772944126,104.75026382449792,0
44.206042787884336,101.95242689764453,0
50.43697254384449,99.996044705371,0
48.979853099871875,101.43655251143589,1
47.21883551425746,98.51227095452298,1
50.57041294843821,102.2712787974916,1
48.906130773625065,100.94900113864807,0
53.55465710559096,96.52326807994216,0
48.62253488250556,100.92072984828097,0
48.44940716834007,99.33528683859198,0
53.479854083136274,100.68783532865586,1
46.99513373490672,104.2160268415714,0
54.11556917093065,95.66028150173712,0
43.860641680898574,104.76369434312988,0
55.47749249910602,102.3013298225897,1
54.58376662361816,103.57199293189568,1
47.42724173755105,102.34940422599115,0
43.24276189279034,91.12676233290041,1
50.94581688425222,98.45472574520893,1
48.966820639691086,103.75425518169618,0
47.74239736971409,96.18679767897133,1
47.49856609535033,97.77686789466355,1
42.96649233951077,104.14938037910554,0
55.236011636838235,96.76323400795347,0
50.27947294021709,101.18266376178464,1
45.731079093878726,94.38566484285664,1
50.37293626317791,99.52099752399562,1
57.85254869184304,92.1141956528216,0
49.72679739512252,101.79157577911062,0
48.011885068769054,99.32776132633428,0
44.77155533211474,95.5253520322986,1
47.862250611278185,97.39937236854217,1
55.503326188515715,104.72377200190662,1
44.895371714947075,103.18529950501747,0
53.5750526183176,99.35674622154546,0
53.64061455566695,106.98830265995039,1
47.401163392823506,97.15752848837802,1
54.18241735521696,95.98434667035367,0
53.30413277799315,105.27682242646395,1
52.35672309802278,97.9526659573497,0
42.15665026567252,104.98423140202591,0
54.69052162655411,100.55874925117249,0
48.87711841253317,98.9782909861034,1
50.72905704182969,100.66914714380718,0
50.617150468538824,103.0098360091228,0
49.950612620979825,98.14350284207781,0
46.39024193221794,99.99132815070239,0
56.628485271428474,106.48858037883201,1
42.16321082773049,107.46022728405295,0
54.37785755758529,96.36248147728995,0
46.58191839674554,95.97075668622502,1
45.73496192942043,102.98887386756452,0
51.68588540716045,98.1155097833591,0
51.600250227815636,96.26743568536108,0
47.49410791616364,100.48441355475128,1
54.097669357733636,94.91066826981736,0
50.67675445277997,97.61607500823088,0
41.175593038127346,90.64120506336623,1
53.62003528201012,99.2618071494133,1
50.19060538849648,99.16212460239797,0
52.45993706851889,100.21294420217605,0
55.687549125699825,102.35289932612008,1
52.89596070063172,96.7008264639163,0
47.56211718054156,100.18327439337315,0
48.95643997935474,99.78442578360755,1
51.03414436330888,103.53672758536497,1
54.79571823358045,102.09574706848964,1
53.498606980934355,100.42901013175806,1
48.517887412871694,97.27855179006082,1
44.0486713226891,96.54946831872914,1
50.83056934659056,104.51874709763935,1
45.620237610051305,100.48387952691789,0
45.46533481519479,96.16603472920599,1
48.39643179569897,99.73394696582778,1
50.32724858796327,101.21469974961137,0
58.16341695549826,109.35147102173109,1
49.214905365567404,99.88150793880628,0
51.63670562440338,105.23851302635332,1
48.71057389069081,101.45012922551768,0
48.52815151458091,102.53233850653152,0
49.22836602585779,98.25284040755948,1
51.65795598863213,104.52269575440039,1
48.752468552219305,100.16056537754642,0
51.53994031741851,98.97086943545294,1
49.42698622091296,98.48600626556816,0
42.17603287165514,93.52536788052296,1
53.713282575228,96.626943715709,0
51.5075904257095,98.94640901631884,1
54.61269081954292,102.4557451103067,1
48.187178411665556,96.67693489347378,1
50.67241734299069,99.77442265465788,1
49.44864828451579,96.62630075944,1
55.66074603216529,96.60980841068553,0
51.30459029768185,100.25313556493938,1
48.841263034055714,101.5818952842413,1
46.14745258329844,99.28339429738122,0
48.41234144156112,101.05632484025865,1
51.89226441545192,97.19012139364908,0
53.20956620365096,104.17643728095697,1
51.370219945102086,99.49704614457681,0
49.333739349727395,101.1970403208282,1
47.32371185873933,103.37477562424444,0
46.14694104531506,96.7201081749873,1
52.589949233946605,99.62550125468847,0
47.933144312944286,95.43931198415544,1
49.32537061202347,98.49315280277847,0
46.39549002945789,102.50542942348534,0
46.5021381506469,102.54001854263572,0
56.23270226617781,103.45348944575561,1
50.15706877593404,97.30001150739821,1
48.302780416589876,100.91418146409923,0
48.631718746309986,102.70902038597629,0
49.57079211098898,98.4996491594109,0
52.68422306872604,100.39987167583693,1
50.453870613786144,99.66930110651826,0
53.485289694918094,103.93002611847498,1
50.07434672911699,100.96861566748171,0
46.27387362571636,100.00871029744006,0
46.362251768305974,102.33717903178247,0
48.4657676786948,97.0979459227449,1
47.018783697609834,99.06091087909951,1
52.665242546649296,98.53750809165126,0
54.928097736553724,94.64468756907213,0
48.47595600866744,101.03710634867281,0
46.19983986988113,99.73767707237458,1
51.38027586288197,98.79325564345751,0
49.556397501231274,100.79101497957531,0
